PassengerId,Name,Sex,Embarked,Age,Age_binned,Pclass,SibSp,Parch,Survival,Cabin,Fare,Fare_binned
396,3,1,2,22.0,20대,3,0,0,사망,8,7.7958,2.0
397,2,0,2,31.0,30대,3,0,0,사망,8,7.8542,2.0
398,3,1,2,46.0,40대,2,0,0,사망,8,26.0,3.2
399,0,1,2,23.0,20대,2,0,0,사망,8,10.5,2.3
400,4,0,2,28.0,20대,2,0,0,생존,8,12.65,2.5
401,3,1,2,39.0,30대,3,0,0,생존,8,7.925,2.0
402,3,1,2,26.0,20대,3,0,0,사망,8,8.05,2.0
403,2,0,2,21.0,20대,3,1,0,사망,8,9.825,2.3
404,3,1,2,28.0,20대,3,1,0,사망,8,15.85,2.7
405,2,0,2,20.0,10대,3,0,0,사망,8,8.6625,2.1
406,3,1,2,34.0,30대,2,1,0,사망,8,21.0,3.0
407,3,1,2,51.0,50대,3,0,0,사망,8,7.75,2.0
408,1,1,2,3.0,0대,2,1,1,생존,8,18.75,2.8
409,3,1,2,21.0,20대,3,0,0,사망,8,7.775,2.0
410,2,0,2,12.43020393483573,10대,3,3,1,사망,8,25.4667,3.2
411,3,1,2,28.51511225793309,20대,3,0,0,사망,8,7.8958,2.0
412,3,1,1,27.69590916598962,20대,3,0,0,사망,8,6.8583,1.9
413,2,0,1,33.0,30대,1,1,0,생존,2,90.0,4.5
414,3,1,2,34.02086889343562,30대,2,0,0,사망,8,15.05,2.7
415,3,1,2,44.0,40대,3,0,0,생존,8,7.925,2.0
416,4,0,2,31.262877011649536,30대,3,0,0,사망,8,8.05,2.0
417,4,0,2,34.0,30대,2,1,1,생존,8,32.5,3.4
418,2,0,2,18.0,10대,2,0,2,생존,8,13.0,2.5
419,3,1,2,30.0,20대,2,0,0,사망,8,13.0,2.5
420,2,0,2,10.0,0대,3,0,2,사망,8,24.15,3.1
421,3,1,0,26.896821162297915,20대,3,0,0,사망,8,7.8958,2.0
422,3,1,1,21.0,20대,3,0,0,사망,8,7.7333,2.0
423,3,1,2,29.0,20대,3,0,0,사망,8,7.875,2.0
424,4,0,2,28.0,20대,3,1,1,사망,8,14.4,2.6
425,3,1,2,18.0,10대,3,1,1,사망,8,20.2125,2.9
426,3,1,2,28.50885186082803,20대,3,0,0,사망,8,7.25,1.9
427,4,0,2,28.0,20대,2,1,0,생존,8,26.0,3.2
428,2,0,2,19.0,10대,2,0,0,생존,8,26.0,3.2
429,3,1,1,27.70455332222774,20대,3,0,0,사망,8,7.75,2.0
430,3,1,2,32.0,30대,3,0,0,생존,4,8.05,2.0
431,3,1,2,28.0,20대,1,0,0,생존,2,26.55,3.3
432,4,0,2,29.19564876297859,20대,3,1,0,생존,8,16.1,2.8
433,4,0,2,42.0,40대,2,1,0,생존,8,26.0,3.2
434,3,1,2,17.0,10대,3,0,0,사망,8,7.125,1.9
435,3,1,2,50.0,40대,1,1,0,사망,4,55.9,4.0
436,2,0,2,14.0,10대,1,1,2,생존,1,120.0,4.7
437,2,0,2,21.0,20대,3,2,2,사망,8,34.375,3.5
438,4,0,2,24.0,20대,2,2,3,생존,8,18.75,2.8
439,3,1,2,64.0,60대,1,1,4,사망,2,263.0,5.6
440,3,1,2,31.0,30대,2,0,0,사망,8,10.5,2.3
441,4,0,2,45.0,40대,2,1,1,생존,8,26.25,3.2
442,3,1,2,20.0,10대,3,0,0,사망,8,9.5,2.2
443,3,1,2,25.0,20대,3,1,0,사망,8,7.775,2.0
444,6,0,2,28.0,20대,2,0,0,생존,8,13.0,2.5
445,3,1,2,28.517212951727867,20대,3,0,0,생존,8,8.1125,2.1
446,1,1,2,4.0,0대,1,0,2,생존,0,81.8583,4.4
447,2,0,2,13.0,10대,2,0,1,생존,8,19.5,2.9
448,3,1,2,34.0,30대,1,0,0,생존,8,26.55,3.3
449,2,0,0,5.0,0대,3,2,1,생존,8,19.2583,2.9
450,6,1,2,52.0,50대,1,0,0,생존,2,30.5,3.4
451,3,1,2,36.0,30대,2,1,2,사망,8,27.75,3.3
452,3,1,2,26.486862687985784,20대,3,1,0,사망,8,19.9667,2.9
453,3,1,0,30.0,20대,1,0,0,사망,2,27.75,3.3
454,3,1,0,49.0,40대,1,1,0,생존,2,89.1042,4.5
455,3,1,2,28.516607075575706,20대,3,0,0,사망,8,8.05,2.0
456,3,1,0,29.0,20대,3,0,0,생존,8,7.8958,2.0
457,3,1,2,65.0,60대,1,0,0,사망,4,26.55,3.3
458,4,0,2,41.36596193462505,40대,1,1,0,생존,3,51.8625,3.9
459,2,0,2,50.0,40대,2,0,0,생존,8,10.5,2.3
460,3,1,1,27.70455332222774,20대,3,0,0,사망,8,7.75,2.0
461,3,1,2,48.0,40대,1,0,0,생존,4,26.55,3.3
462,3,1,2,34.0,30대,3,0,0,사망,8,8.05,2.0
463,3,1,2,47.0,40대,1,0,0,사망,4,38.5,3.6
464,3,1,2,48.0,40대,2,0,0,사망,8,13.0,2.5
465,3,1,2,28.516607075575706,20대,3,0,0,사망,8,8.05,2.0
466,3,1,2,38.0,30대,3,0,0,사망,8,7.05,1.9
467,3,1,2,34.02086889343562,30대,2,0,0,사망,8,15.05,2.7
468,3,1,2,56.0,50대,1,0,0,사망,8,26.55,3.3
469,3,1,1,27.704310971766876,20대,3,0,0,사망,8,7.725,2.0
470,2,0,0,0.75,0대,3,2,1,생존,8,19.2583,2.9
471,3,1,2,28.50885186082803,20대,3,0,0,사망,8,7.25,1.9
472,3,1,2,38.0,30대,3,0,0,사망,8,8.6625,2.1
473,4,0,2,33.0,30대,2,1,2,생존,8,27.75,3.3
474,4,0,0,23.0,20대,2,0,0,생존,3,13.7917,2.6
475,2,0,2,22.0,20대,3,0,0,사망,8,9.8375,2.3
476,3,1,2,41.33678409900169,40대,1,0,0,사망,0,52.0,4.0
477,3,1,2,34.0,30대,2,1,0,사망,8,21.0,3.0
478,3,1,2,29.0,20대,3,1,0,사망,8,7.0458,1.9
479,3,1,2,22.0,20대,3,0,0,사망,8,7.5208,2.0
480,2,0,2,2.0,0대,3,0,1,생존,8,12.2875,2.4
481,1,1,2,9.0,0대,3,5,2,사망,8,46.9,3.8
482,3,1,2,34.02086889343562,30대,2,0,0,사망,8,15.05,2.7
483,3,1,2,50.0,40대,3,0,0,사망,8,8.05,2.0
484,4,0,2,63.0,60대,3,0,0,생존,8,9.5875,2.3
485,3,1,0,25.0,20대,1,1,0,생존,1,91.0792,4.5
486,2,0,2,12.43020393483573,10대,3,3,1,사망,8,25.4667,3.2
487,4,0,2,35.0,30대,1,1,0,생존,2,90.0,4.5
488,3,1,0,58.0,50대,1,0,0,사망,1,29.7,3.4
489,3,1,2,30.0,20대,3,0,0,사망,8,8.05,2.0
490,1,1,2,9.0,0대,3,1,1,생존,8,15.9,2.8
491,3,1,2,26.486862687985784,20대,3,1,0,사망,8,19.9667,2.9
492,3,1,2,21.0,20대,3,0,0,사망,8,7.25,1.9
493,3,1,2,55.0,50대,1,0,0,사망,2,30.5,3.4
494,3,1,0,71.0,70대,1,0,0,사망,8,49.5042,3.9
495,3,1,2,21.0,20대,3,0,0,사망,8,8.05,2.0
496,3,1,0,26.9604381582749,20대,3,0,0,사망,8,14.4583,2.6
497,2,0,0,54.0,50대,1,1,0,생존,3,78.2667,4.3
498,3,1,2,28.584949905539553,20대,3,0,0,사망,8,15.1,2.7
499,4,0,2,25.0,20대,1,1,2,사망,2,151.55,5.0
500,3,1,2,24.0,20대,3,0,0,사망,8,7.7958,2.0
501,3,1,2,17.0,10대,3,0,0,사망,8,8.6625,2.1
502,2,0,1,21.0,20대,3,0,0,사망,8,7.75,2.0
503,2,0,1,18.659085338088566,10대,3,0,0,사망,8,7.6292,2.0
504,2,0,2,37.0,30대,3,0,0,사망,8,9.5875,2.3
505,2,0,2,16.0,10대,1,0,0,생존,1,86.5,4.5
506,3,1,0,18.0,10대,1,1,0,사망,2,108.9,4.6
507,4,0,2,33.0,30대,2,0,2,생존,8,26.0,3.2
508,3,1,2,39.56875379425118,30대,1,0,0,생존,8,26.55,3.3
509,3,1,2,28.0,20대,3,0,0,사망,8,22.525,3.1
510,3,1,2,26.0,20대,3,0,0,생존,8,56.4958,4.0
511,3,1,1,29.0,20대,3,0,0,생존,8,7.75,2.0
512,3,1,2,28.516607075575706,20대,3,0,0,사망,8,8.05,2.0
513,3,1,2,36.0,30대,1,0,0,생존,4,26.2875,3.2
514,4,0,0,54.0,50대,1,1,0,생존,8,59.4,4.0
515,3,1,2,24.0,20대,3,0,0,사망,8,7.4958,2.0
516,3,1,2,47.0,40대,1,0,0,사망,3,34.0208,3.4
517,4,0,2,34.0,30대,2,0,0,생존,5,10.5,2.3
518,3,1,1,27.863535224554994,20대,3,0,0,사망,8,24.15,3.1
519,4,0,2,36.0,30대,2,1,0,생존,8,26.0,3.2
520,3,1,2,32.0,30대,3,0,0,사망,8,7.8958,2.0
521,2,0,2,30.0,20대,1,0,0,생존,1,93.5,4.5
522,3,1,2,22.0,20대,3,0,0,사망,8,7.8958,2.0
523,3,1,0,26.890318414731993,20대,3,0,0,사망,8,7.225,1.9
524,4,0,0,44.0,40대,1,0,1,생존,1,57.9792,4.0
525,3,1,0,26.89035912960942,20대,3,0,0,사망,8,7.2292,1.9
526,3,1,1,40.5,40대,3,0,0,사망,8,7.75,2.0
527,2,0,2,50.0,40대,2,0,0,생존,8,10.5,2.3
528,3,1,2,42.60229740971384,40대,1,0,0,사망,2,221.7792,5.4
529,3,1,2,39.0,30대,3,0,0,사망,8,7.925,2.0
530,3,1,2,23.0,20대,2,2,1,사망,8,11.5,2.4
531,2,0,2,2.0,0대,2,1,1,생존,8,26.0,3.2
532,3,1,0,26.89035912960942,20대,3,0,0,사망,8,7.2292,1.9
533,3,1,0,17.0,10대,3,1,1,사망,8,7.2292,1.9
534,4,0,0,28.232993412603484,20대,3,0,2,생존,8,22.3583,3.1
535,2,0,2,30.0,20대,3,0,0,사망,8,8.6625,2.1
536,2,0,2,7.0,0대,2,0,2,생존,8,26.25,3.2
537,6,1,2,45.0,40대,1,0,0,사망,1,26.55,3.3
538,2,0,0,30.0,20대,1,0,0,생존,8,106.425,4.6
539,3,1,2,28.579133494478803,20대,3,0,0,사망,8,14.5,2.6
540,2,0,0,22.0,20대,1,0,2,생존,1,49.5,3.9
541,2,0,2,36.0,30대,1,0,2,생존,1,71.0,4.2
542,2,0,2,9.0,0대,3,4,2,사망,8,31.275,3.4
543,2,0,2,11.0,10대,3,4,2,사망,8,31.275,3.4
544,3,1,2,32.0,30대,2,1,0,생존,8,26.0,3.2
545,3,1,0,50.0,40대,1,1,0,사망,2,106.425,4.6
546,3,1,2,64.0,60대,1,0,0,사망,8,26.0,3.2
547,4,0,2,19.0,10대,2,1,0,생존,8,26.0,3.2
548,3,1,0,32.39106615090937,30대,2,0,0,생존,8,13.8625,2.6
549,3,1,2,33.0,30대,3,1,1,사망,8,20.525,3.0
550,1,1,2,8.0,0대,2,1,1,생존,8,36.75,3.5
551,3,1,0,17.0,10대,1,0,2,생존,2,110.8833,4.6
552,3,1,2,27.0,20대,2,0,0,사망,8,26.0,3.2
553,3,1,1,27.705321088487757,20대,3,0,0,사망,8,7.8292,2.0
554,3,1,0,22.0,20대,3,0,0,생존,8,7.225,1.9
555,2,0,2,22.0,20대,3,0,0,생존,8,7.775,2.0
556,3,1,2,62.0,60대,1,0,0,사망,8,26.55,3.3
557,6,0,0,48.0,40대,1,1,0,생존,0,39.6,3.6
558,3,1,0,39.89871805350745,30대,1,0,0,사망,8,227.525,5.4
559,4,0,2,39.0,30대,1,1,1,생존,4,79.65,4.4
560,4,0,2,36.0,30대,3,1,0,생존,8,17.4,2.8
561,3,1,1,27.70455332222774,20대,3,0,0,사망,8,7.75,2.0
562,3,1,2,40.0,30대,3,0,0,사망,8,7.8958,2.0
563,3,1,2,28.0,20대,2,0,0,사망,8,13.5,2.6
564,3,1,2,28.516607075575706,20대,3,0,0,사망,8,8.05,2.0
565,2,0,2,19.47231012886343,10대,3,0,0,사망,8,8.05,2.0
566,3,1,2,24.0,20대,3,2,0,사망,8,24.15,3.1
567,3,1,2,19.0,10대,3,0,0,사망,8,7.8958,2.0
568,4,0,2,29.0,20대,3,0,4,사망,8,21.075,3.0
569,3,1,0,26.89035912960942,20대,3,0,0,사망,8,7.2292,1.9
570,3,1,2,32.0,30대,3,0,0,생존,8,7.8542,2.0
571,3,1,2,62.0,60대,2,0,0,생존,8,10.5,2.3
572,4,0,2,53.0,50대,1,2,0,생존,2,51.4792,3.9
573,3,1,2,36.0,30대,1,0,0,생존,4,26.3875,3.3
574,2,0,1,18.660256375515466,10대,3,0,0,생존,8,7.75,2.0
575,3,1,2,16.0,10대,3,0,0,사망,8,8.05,2.0
576,3,1,2,19.0,10대,3,0,0,사망,8,14.5,2.6
577,2,0,2,34.0,30대,2,0,0,생존,8,13.0,2.5
578,4,0,2,39.0,30대,1,1,0,생존,4,55.9,4.0
579,4,0,0,27.56144299727935,20대,3,1,0,사망,8,14.4583,2.6
580,3,1,2,32.0,30대,3,0,0,생존,8,7.925,2.0
581,2,0,2,25.0,20대,2,1,1,생존,8,30.0,3.4
582,4,0,0,39.0,30대,1,1,1,생존,2,110.8833,4.6
583,3,1,2,54.0,50대,2,0,0,사망,8,26.0,3.2
584,3,1,0,36.0,30대,1,0,0,사망,0,40.125,3.6
585,3,1,0,26.90473826715344,20대,3,0,0,사망,8,8.7125,2.1
586,2,0,2,18.0,10대,1,0,2,생존,4,79.65,4.4
587,3,1,2,47.0,40대,2,0,0,사망,8,15.0,2.7
588,3,1,0,60.0,50대,1,1,1,생존,1,79.2,4.3
589,3,1,2,22.0,20대,3,0,0,사망,8,8.05,2.0
590,3,1,2,28.516607075575706,20대,3,0,0,사망,8,8.05,2.0
591,3,1,2,35.0,30대,3,0,0,사망,8,7.125,1.9
592,4,0,0,52.0,50대,1,1,0,생존,3,78.2667,4.3
593,3,1,2,47.0,40대,3,0,0,사망,8,7.25,1.9
594,2,0,1,17.109958948136963,10대,3,0,2,사망,8,7.75,2.0
595,3,1,2,37.0,30대,2,1,0,사망,8,26.0,3.2
596,3,1,2,36.0,30대,3,1,1,사망,8,24.15,3.1
597,2,0,2,25.150579577624207,20대,2,0,0,생존,8,33.0,3.4
598,3,1,2,49.0,40대,3,0,0,사망,8,8.05,2.0
599,3,1,0,26.890318414731993,20대,3,0,0,사망,8,7.225,1.9
600,6,1,0,49.0,40대,1,1,0,생존,0,56.9292,4.0
601,4,0,2,24.0,20대,2,2,1,생존,8,27.0,3.3
602,3,1,2,28.51511225793309,20대,3,0,0,사망,8,7.8958,2.0
603,3,1,2,39.72240398643941,30대,1,0,0,사망,8,42.4,3.7
604,3,1,2,44.0,40대,3,0,0,사망,8,8.05,2.0
605,3,1,0,35.0,30대,1,0,0,생존,8,26.55,3.3
606,3,1,2,36.0,30대,3,1,0,사망,8,15.55,2.7
607,3,1,2,30.0,20대,3,0,0,사망,8,7.8958,2.0
608,3,1,2,27.0,20대,1,0,0,생존,8,30.5,3.4
609,4,0,0,22.0,20대,2,1,2,생존,8,41.5792,3.7
610,2,0,2,40.0,30대,1,0,0,생존,2,153.4625,5.0
611,4,0,2,39.0,30대,3,1,5,사망,8,31.275,3.4
612,3,1,2,28.506913057141116,20대,3,0,0,사망,8,7.05,1.9
613,2,0,1,16.590119921314145,10대,3,1,0,생존,8,15.5,2.7
614,3,1,1,27.70455332222774,20대,3,0,0,사망,8,7.75,2.0
615,3,1,2,35.0,30대,3,0,0,사망,8,8.05,2.0
616,2,0,2,24.0,20대,2,1,2,생존,8,65.0,4.1
617,3,1,2,34.0,30대,3,1,1,사망,8,14.4,2.6
618,4,0,2,26.0,20대,3,1,0,사망,8,16.1,2.8
619,2,0,2,4.0,0대,2,2,1,생존,5,39.0,3.6
620,3,1,2,26.0,20대,2,0,0,사망,8,10.5,2.3
621,3,1,0,27.0,20대,3,1,0,사망,8,14.4542,2.6
622,3,1,2,42.0,40대,1,1,0,생존,3,52.5542,4.0
623,3,1,0,20.0,10대,3,1,1,생존,8,15.7417,2.7
624,3,1,2,21.0,20대,3,0,0,사망,8,7.8542,2.0
625,3,1,2,21.0,20대,3,0,0,사망,8,16.1,2.8
626,3,1,2,61.0,60대,1,0,0,사망,3,32.3208,3.4
627,5,1,1,57.0,50대,2,0,0,사망,8,12.35,2.5
628,2,0,2,21.0,20대,1,0,0,생존,3,77.9583,4.3
629,3,1,2,26.0,20대,3,0,0,사망,8,7.8958,2.0
630,3,1,1,27.704391432119884,20대,3,0,0,사망,8,7.7333,2.0
631,3,1,2,80.0,70대,1,0,0,생존,0,30.0,3.4
632,3,1,2,51.0,50대,3,0,0,사망,8,7.0542,1.9
633,0,1,0,32.0,30대,1,0,0,생존,1,30.5,3.4
634,3,1,2,39.90638870111315,30대,1,0,0,사망,8,61.3792,4.0
635,2,0,2,9.0,0대,3,3,2,사망,8,27.9,3.3
636,2,0,2,28.0,20대,2,0,0,생존,8,13.0,2.5
637,3,1,2,32.0,30대,3,0,0,사망,8,7.925,2.0
638,3,1,2,31.0,30대,2,1,1,사망,8,26.25,3.2
639,4,0,2,41.0,40대,3,0,5,사망,8,39.6875,3.6
640,3,1,2,26.44937882690476,20대,3,1,0,사망,8,16.1,2.8
641,3,1,2,20.0,10대,3,0,0,사망,8,7.8542,2.0
642,6,0,0,24.0,20대,1,0,0,생존,1,69.3,4.2
643,2,0,2,2.0,0대,3,3,2,사망,8,27.9,3.3
644,3,1,2,28.986241553854097,20대,3,0,0,생존,8,56.4958,4.0
645,2,0,0,0.75,0대,3,2,1,생존,8,19.2583,2.9
646,3,1,0,48.0,40대,1,1,0,생존,3,76.7292,4.3
647,3,1,2,19.0,10대,3,0,0,사망,8,7.8958,2.0
648,6,1,0,56.0,50대,1,0,0,생존,0,35.5,3.5
649,3,1,2,28.511760066358413,20대,3,0,0,사망,8,7.55,2.0
650,2,0,2,23.0,20대,3,0,0,생존,8,7.55,2.0
651,3,1,2,28.51511225793309,20대,3,0,0,사망,8,7.8958,2.0
652,2,0,2,18.0,10대,2,0,1,생존,8,23.0,3.1
653,3,1,2,21.0,20대,3,0,0,사망,8,8.4333,2.1
654,2,0,1,18.661024141775485,10대,3,0,0,생존,8,7.8292,2.0
655,2,0,1,18.0,10대,3,0,0,사망,8,6.75,1.8
656,3,1,2,24.0,20대,2,2,0,사망,8,73.5,4.3
657,3,1,2,28.51511225793309,20대,3,0,0,사망,8,7.8958,2.0
658,4,0,1,32.0,30대,3,1,1,사망,8,15.5,2.7
659,3,1,2,23.0,20대,2,0,0,사망,8,13.0,2.5
660,3,1,0,58.0,50대,1,0,2,사망,3,113.275,4.7
661,0,1,2,50.0,40대,1,2,0,생존,8,133.65,4.9
662,3,1,0,40.0,30대,3,0,0,사망,8,7.225,1.9
663,3,1,2,47.0,40대,1,0,0,사망,4,25.5875,3.2
664,3,1,2,36.0,30대,3,0,0,사망,8,7.4958,2.0
665,3,1,2,20.0,10대,3,1,0,생존,8,7.925,2.0
666,3,1,2,32.0,30대,2,2,0,사망,8,73.5,4.3
667,3,1,2,25.0,20대,2,0,0,사망,8,13.0,2.5
668,3,1,2,28.51394122050619,20대,3,0,0,사망,8,7.775,2.0
669,3,1,2,43.0,40대,3,0,0,사망,8,8.05,2.0
670,4,0,2,41.55745955410858,40대,1,1,0,생존,2,52.0,4.0
671,4,0,2,40.0,30대,2,1,1,생존,8,39.0,3.6
672,3,1,2,31.0,30대,1,1,0,사망,1,52.0,4.0
673,3,1,2,70.0,60대,2,0,0,사망,8,10.5,2.3
674,3,1,2,31.0,30대,2,0,0,생존,8,13.0,2.5
675,3,1,2,34.02086889343562,30대,2,0,0,사망,8,15.05,2.7
676,3,1,2,18.0,10대,3,0,0,사망,8,7.775,2.0
677,3,1,2,24.5,20대,3,0,0,사망,8,8.05,2.0
678,2,0,2,18.0,10대,3,0,0,생존,8,9.8417,2.3
679,4,0,2,43.0,40대,3,1,6,사망,8,46.9,3.8
680,3,1,0,36.0,30대,1,0,1,생존,1,512.3292,6.2
681,2,0,1,18.664012807658867,10대,3,0,0,사망,8,8.1375,2.1
682,3,1,0,27.0,20대,1,0,0,생존,3,76.7292,4.3
683,3,1,2,20.0,10대,3,0,0,사망,8,9.225,2.2
684,3,1,2,14.0,10대,3,5,2,사망,8,46.9,3.8
685,3,1,2,60.0,50대,2,1,1,사망,8,39.0,3.6
686,3,1,0,25.0,20대,2,1,2,사망,8,41.5792,3.7
687,3,1,2,14.0,10대,3,4,1,사망,8,39.6875,3.6
688,3,1,2,19.0,10대,3,0,0,사망,8,10.1708,2.3
689,3,1,2,18.0,10대,3,0,0,사망,8,7.7958,2.0
690,2,0,2,15.0,10대,1,0,1,생존,1,211.3375,5.3
691,3,1,2,31.0,30대,1,1,0,생존,1,57.0,4.0
692,2,0,0,4.0,0대,3,0,1,생존,8,13.4167,2.6
693,3,1,2,28.986241553854097,20대,3,0,0,생존,8,56.4958,4.0
694,3,1,0,25.0,20대,3,0,0,사망,8,7.225,1.9
695,6,1,2,60.0,50대,1,0,0,사망,8,26.55,3.3
696,3,1,2,52.0,50대,2,0,0,사망,8,13.5,2.6
697,3,1,2,44.0,40대,3,0,0,사망,8,8.05,2.0
698,2,0,1,18.66009448540761,10대,3,0,0,생존,8,7.7333,2.0
699,3,1,0,49.0,40대,1,1,1,사망,2,110.8833,4.6
700,3,1,2,42.0,40대,3,0,0,사망,5,7.65,2.0
701,4,0,0,18.0,10대,1,1,0,생존,2,227.525,5.4
702,3,1,2,35.0,30대,1,0,0,생존,4,26.2875,3.2
703,2,0,0,18.0,10대,3,0,1,사망,8,14.4542,2.6
704,3,1,1,25.0,20대,3,0,0,사망,8,7.7417,2.0
705,3,1,2,26.0,20대,3,1,0,사망,8,7.8542,2.0
706,3,1,2,39.0,30대,2,0,0,사망,8,26.0,3.2
707,4,0,2,45.0,40대,2,0,0,생존,8,13.5,2.6
708,3,1,2,42.0,40대,1,0,0,생존,4,26.2875,3.2
709,2,0,2,22.0,20대,1,0,0,생존,8,151.55,5.0
710,1,1,0,12.257091504247402,10대,3,1,1,생존,8,15.2458,2.7
711,6,0,0,24.0,20대,1,0,0,생존,2,49.5042,3.9
712,3,1,2,40.709741945943854,40대,1,0,0,사망,2,26.55,3.3
713,3,1,2,48.0,40대,1,1,0,생존,2,52.0,4.0
714,3,1,2,29.0,20대,3,0,0,사망,8,9.4833,2.2
715,3,1,2,52.0,50대,2,0,0,사망,8,13.0,2.5
716,3,1,2,19.0,10대,3,0,0,사망,5,7.65,2.0
717,2,0,0,38.0,30대,1,0,0,생존,2,227.525,5.4
718,2,0,2,27.0,20대,2,0,0,생존,4,10.5,2.3
719,3,1,1,27.7796819650958,20대,3,0,0,사망,8,15.5,2.7
720,3,1,2,33.0,30대,3,0,0,사망,8,7.775,2.0
721,2,0,2,6.0,0대,2,0,1,생존,8,33.0,3.4
722,3,1,2,17.0,10대,3,1,0,사망,8,7.0542,1.9
723,3,1,2,34.0,30대,2,0,0,사망,8,13.0,2.5
724,3,1,2,50.0,40대,2,0,0,사망,8,13.0,2.5
725,3,1,2,27.0,20대,1,1,0,생존,4,53.1,4.0
726,3,1,2,20.0,10대,3,0,0,사망,8,8.6625,2.1
727,4,0,2,30.0,20대,2,3,0,생존,8,21.0,3.0
728,2,0,1,18.660135200285033,10대,3,0,0,생존,8,7.7375,2.0
729,3,1,2,25.0,20대,2,1,0,사망,8,26.0,3.2
730,2,0,2,25.0,20대,3,1,0,사망,8,7.925,2.0
731,2,0,2,29.0,20대,1,0,0,생존,1,211.3375,5.3
732,3,1,0,11.0,10대,3,0,0,사망,8,18.7875,2.8
733,3,1,2,34.02086889343562,30대,2,0,0,사망,8,15.05,2.7
734,3,1,2,23.0,20대,2,0,0,사망,8,13.0,2.5
735,3,1,2,23.0,20대,2,0,0,사망,8,13.0,2.5
736,3,1,2,28.5,20대,3,0,0,사망,8,16.1,2.8
737,4,0,2,48.0,40대,3,1,3,사망,8,34.375,3.5
738,3,1,0,35.0,30대,1,0,0,생존,1,512.3292,6.2
739,3,1,2,28.51511225793309,20대,3,0,0,사망,8,7.8958,2.0
740,3,1,2,28.51511225793309,20대,3,0,0,사망,8,7.8958,2.0
741,3,1,2,40.55302161759441,40대,1,0,0,생존,3,30.0,3.4
742,3,1,2,36.0,30대,1,1,0,사망,2,78.85,4.3
743,2,0,0,21.0,20대,1,2,2,생존,1,262.375,5.6
744,3,1,2,24.0,20대,3,1,0,사망,8,16.1,2.8
745,3,1,2,31.0,30대,3,0,0,생존,8,7.925,2.0
746,6,1,2,70.0,60대,1,1,1,사망,1,71.0,4.2
747,3,1,2,16.0,10대,3,1,1,사망,8,20.25,2.9
748,2,0,2,30.0,20대,2,0,0,생존,8,13.0,2.5
749,3,1,2,19.0,10대,1,1,0,사망,3,53.1,4.0
750,3,1,1,31.0,30대,3,0,0,사망,8,7.75,2.0
751,2,0,2,4.0,0대,2,1,1,생존,8,23.0,3.1
752,1,1,2,6.0,0대,3,0,1,생존,4,12.475,2.5
753,3,1,2,33.0,30대,3,0,0,사망,8,9.5,2.2
754,3,1,2,23.0,20대,3,0,0,사망,8,7.8958,2.0
755,4,0,2,48.0,40대,2,1,2,생존,8,65.0,4.1
756,1,1,2,0.67,0대,2,1,1,생존,8,14.5,2.6
757,3,1,2,28.0,20대,3,0,0,사망,8,7.7958,2.0
758,3,1,2,18.0,10대,2,0,0,사망,8,11.5,2.4
759,3,1,2,34.0,30대,3,0,0,사망,8,8.05,2.0
760,6,0,2,33.0,30대,1,0,0,생존,1,86.5,4.5
761,3,1,2,28.579133494478803,20대,3,0,0,사망,8,14.5,2.6
762,3,1,2,41.0,40대,3,0,0,사망,8,7.125,1.9
763,3,1,0,20.0,10대,3,0,0,생존,8,7.2292,1.9
764,4,0,2,36.0,30대,1,1,2,생존,1,120.0,4.7
765,3,1,2,16.0,10대,3,0,0,사망,8,7.775,2.0
766,4,0,2,51.0,50대,1,1,0,생존,3,77.9583,4.3
767,0,1,0,20.391119315008225,20대,1,0,0,사망,8,39.6,3.6
768,2,0,1,30.5,30대,3,0,0,사망,8,7.75,2.0
769,3,1,1,25.71827012748561,20대,3,1,0,사망,8,24.15,3.1
770,3,1,2,32.0,30대,3,0,0,사망,8,8.3625,2.1
771,3,1,2,24.0,20대,3,0,0,사망,8,9.5,2.2
772,3,1,2,48.0,40대,3,0,0,사망,8,7.8542,2.0
773,4,0,2,57.0,50대,2,0,0,사망,4,10.5,2.3
774,3,1,0,26.890318414731993,20대,3,0,0,사망,8,7.225,1.9
775,4,0,2,54.0,50대,2,1,3,생존,8,23.0,3.1
776,3,1,2,18.0,10대,3,0,0,사망,8,7.75,2.0
777,3,1,1,28.27504739807408,20대,3,0,0,사망,5,7.75,2.0
778,2,0,2,5.0,0대,3,0,0,생존,8,12.475,2.5
779,3,1,1,27.704432146997306,20대,3,0,0,사망,8,7.7375,2.0
780,4,0,2,43.0,40대,1,0,1,생존,1,211.3375,5.3
781,2,0,0,13.0,10대,3,0,0,생존,8,7.2292,1.9
782,4,0,2,17.0,10대,1,1,0,생존,1,57.0,4.0
783,3,1,2,29.0,20대,1,0,0,사망,3,30.0,3.4
784,3,1,2,24.970332435020488,20대,3,1,2,사망,8,23.45,3.1
785,3,1,2,25.0,20대,3,0,0,사망,8,7.05,1.9
786,3,1,2,25.0,20대,3,0,0,사망,8,7.25,1.9
787,2,0,2,18.0,10대,3,0,0,생존,8,7.4958,2.0
788,1,1,1,8.0,0대,3,4,1,사망,8,29.125,3.4
789,1,1,2,1.0,0대,3,1,2,생존,8,20.575,3.0
790,3,1,0,46.0,40대,1,0,0,사망,1,79.2,4.3
791,3,1,1,27.70455332222774,20대,3,0,0,사망,8,7.75,2.0
